Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
4	HA	MH600215	Yes	1752	H1N1	05/07/2018	IRD:Human	USA	Florida	17-18	A/Florida/60/2018	Pass	
3	PA,PA-X	MH600214	Yes	2208	H1N1	05/07/2018	IRD:Human	USA	Florida	17-18	A/Florida/60/2018	Pass	
5	NP	MH600216	Yes	1539	H1N1	05/07/2018	IRD:Human	USA	Florida	17-18	A/Florida/60/2018	Pass	
8	-N/A-,-N/A-	MH600219	Yes	865	H1N1	05/07/2018	IRD:Human	USA	Florida	17-18	A/Florida/60/2018	Pass	
1	PB2	MH600212	Yes	2316	H1N1	05/07/2018	IRD:Human	USA	Florida	17-18	A/Florida/60/2018	Pass	
6	NA	MH600217	Yes	1433	H1N1	05/07/2018	IRD:Human	USA	Florida	17-18	A/Florida/60/2018	Pass	
5	NP	MH601395	Yes	1540	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
1	PB2	MH601393	Yes	2316	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
3	PA,PA-X	MH601389	Yes	2208	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
7	-N/A-,-N/A-	MH601390	Yes	1002	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
6	NA	MH601388	Yes	1434	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Flag-NCR	
4	HA	MH601394	Yes	1752	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
8	-N/A-,-N/A-	MH601392	Yes	865	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
2	-N/A-	MH601391	Yes	2316	H1N1	04/16/2018	IRD:Human	USA	Florida	17-18	A/Florida/61/2018	Pass	
3	PA,PA-X	MH669690	Yes	2209	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
2	-N/A-,-N/A-	MH669689	Yes	2316	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
1	PB2	MH669688	Yes	2316	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
8	-N/A-,-N/A-	MH669695	Yes	865	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
5	NP	MH669692	Yes	1542	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
7	-N/A-,-N/A-	MH669694	Yes	1002	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
4	HA	MH669691	Yes	1737	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
6	NA	MH669693	Yes	1441	H3N2	05/09/2018	IRD:Human	USA	Florida	17-18	A/Florida/62/2018	Pass	
7	-N/A-,-N/A-	MH729480	Yes	1002	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
8	-N/A-,-N/A-	MH729481	Yes	865	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
6	NA	MH729479	Yes	1442	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
4	HA	MH729477	Yes	1737	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
2	-N/A-,-N/A-	MH729475	Yes	2316	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
6	NA	MH792588	Yes	1420	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
1	PB2	MH729474	Yes	2316	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
3	PA,PA-X	MH729476	Yes	2209	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
5	NP	MH729478	Yes	1542	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
7	-N/A-,-N/A-	MH792590	Yes	1002	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
4	HA	MH792594	Yes	1737	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
8	-N/A-,-N/A-	MH792592	Yes	865	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
5	NP	MH792595	Yes	1542	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
1	PB2	MH792593	Yes	2316	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
2	-N/A-,-N/A-	MH792591	Yes	2316	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
3	PA,PA-X	MH792589	Yes	2209	H3N2	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/65/2018	Pass	
4	HA	MH726708	Yes	1752	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
2	-N/A-	MH726710	Yes	2316	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
7	-N/A-,-N/A-	MH726705	Yes	1002	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
6	NA	MH726706	Yes	1433	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
8	-N/A-,-N/A-	MH726704	Yes	865	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
5	NP	MH726707	Yes	1540	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
3	PA,PA-X	MH726709	Yes	2208	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
1	PB2	MH726711	Yes	2316	H1N1	05/24/2018	IRD:Human	USA	Florida	17-18	A/Florida/66/2018	Pass	
6	NA	CY256439	Yes	1433	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY256436	Yes	2208	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
1	PB2	CY256434	Yes	2316	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
7	M1,M2	CY256448	Yes	1002	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
4	HA	CY256445	Yes	1752	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
2	PB1,PB1-N40	CY256443	Yes	2316	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
8	NS1,NS2	CY256449	Yes	865	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
1	PB2	CY256442	Yes	2316	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
5	NP	CY256446	Yes	1540	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY256444	Yes	2208	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
8	NS1,NS2	CY256441	Yes	865	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
7	M1,M2	CY256440	Yes	1002	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
5	NP	CY256438	Yes	1540	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
4	HA	CY256437	Yes	1752	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
2	PB1,PB1-N40	CY256435	Yes	2316	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
6	NA	CY256447	Yes	1433	H1N1	10/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/69/2017	Pass	
4	HA	CY257733	Yes	1737	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
5	NP	CY255822	Yes	1542	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
8	NS1,NS2	CY255825	Yes	865	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
4	HA	CY255821	Yes	1737	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
1	PB2	CY255818	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
8	NS1,NS2	CY257737	Yes	865	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY255820	Yes	2209	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY257731	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY255819	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
7	M1,M2	CY255824	Yes	1002	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
7	M1,M2	CY257736	Yes	1002	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
5	NP	CY257734	Yes	1542	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY257732	Yes	2209	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
1	PB2	CY257730	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
6	NA	CY255823	Yes	1441	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
6	NA	CY257735	Yes	1441	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/70/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY255956	Yes	2209	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
1	PB2	CY255954	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
5	NP	CY255958	Yes	1542	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
4	HA	CY255957	Yes	1737	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY255955	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
8	NS1,NS2	CY255961	Yes	865	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
7	M1,M2	CY255960	Yes	1002	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
8	NS1,NS2	CY257913	Yes	865	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
1	PB2	CY257906	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY257908	Yes	2209	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
5	NP	CY257910	Yes	1542	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
7	M1,M2	CY257912	Yes	1002	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY257907	Yes	2316	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
6	NA	CY255959	Yes	1441	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
6	NA	CY257911	Yes	1441	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
4	HA	CY257909	Yes	1737	H3N2	10/04/2017	IRD:Human	USA	Florida	17-18	A/Florida/71/2017	Pass	
7	M1,M2	CY257728	Yes	1002	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
5	NP	CY257726	Yes	1542	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
1	PB2	CY257722	Yes	2316	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
7	M1,M2	CY255816	Yes	1002	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
6	NA	CY255815	Yes	1441	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
4	HA	CY255813	Yes	1737	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY255811	Yes	2316	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
5	NP	CY255814	Yes	1542	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY255812	Yes	2208	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
1	PB2	CY255810	Yes	2316	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
8	NS1,NS2	CY257729	Yes	865	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
6	NA	CY257727	Yes	1441	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
4	HA	CY257725	Yes	1737	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY257724	Yes	2208	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY257723	Yes	2316	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
8	NS1,NS2	CY255817	Yes	865	H3N2	10/06/2017	IRD:Human	USA	Florida	17-18	A/Florida/72/2017	Pass	
1	PB2	CY255962	Yes	2316	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY255964	Yes	2208	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
5	NP	CY255966	Yes	1542	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
8	NS1,NS2	CY257921	Yes	865	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
1	PB2	CY257914	Yes	2316	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY257916	Yes	2208	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
5	NP	CY257918	Yes	1542	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
7	M1,M2	CY255968	Yes	1002	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY255963	Yes	2316	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
4	HA	CY255965	Yes	1737	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
6	NA	CY255967	Yes	1441	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
8	NS1,NS2	CY255969	Yes	865	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY257915	Yes	2316	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
4	HA	CY257917	Yes	1737	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
6	NA	CY257919	Yes	1441	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
7	M1,M2	CY257920	Yes	1002	H3N2	10/15/2017	IRD:Human	USA	Florida	17-18	A/Florida/73/2017	Pass	
5	NP	CY258069	Yes	1542	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
7	M1,M2	CY258071	Yes	1002	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY258066	Yes	2316	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
1	PB2	CY258065	Yes	2316	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY258067	Yes	2208	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
8	NS1,NS2	CY258072	Yes	865	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
6	NA	CY258070	Yes	1441	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
4	HA	CY258068	Yes	1737	H3N2	10/22/2017	IRD:Human	USA	Florida	17-18	A/Florida/74/2017	Pass	
7	M1,M2	CY261722	Yes	1002	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
8	NS1,NS2	CY261723	Yes	865	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
7	M1,M2	CY258583	Yes	1002	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
1	PB2	CY261716	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
2	PB1,PB1-N40	CY258578	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
4	HA	CY258580	Yes	1752	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
1	PB2	CY258577	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
5	NP	CY261720	Yes	1540	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY261718	Yes	2208	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
6	NA	CY261721	Yes	1433	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
4	HA	CY261719	Yes	1752	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY258579	Yes	2208	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
5	NP	CY258581	Yes	1540	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
6	NA	CY258582	Yes	1433	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
2	PB1,PB1-N40	CY261717	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
8	NS1,NS2	CY258584	Yes	865	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/75/2017	Pass	
5	NP	CY261727	Yes	1540	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY261725	Yes	2208	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
8	NS1,NS2	CY261738	Yes	865	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
6	NA	CY261736	Yes	1433	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
4	HA	CY261734	Yes	1752	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
2	PB1,PB1-N40	CY261732	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
7	M1,M2	CY261729	Yes	1002	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
1	PB2	CY261731	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
7	M1,M2	CY261737	Yes	1002	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
5	NP	CY261735	Yes	1540	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY261733	Yes	2208	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
8	NS1,NS2	CY261730	Yes	865	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
6	NA	CY261728	Yes	1433	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
4	HA	CY261726	Yes	1752	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
1	PB2	CY261724	Yes	2316	H1N1	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/76/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY258074	Yes	2316	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
4	HA	CY258076	Yes	1737	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
1	PB2	CY258073	Yes	2316	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY258075	Yes	2208	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
6	NA	CY258078	Yes	1441	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
8	NS1,NS2	CY258080	Yes	865	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
5	NP	CY258077	Yes	1542	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
7	M1,M2	CY258079	Yes	1002	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/77/2017	Pass	
8	NS1,NS2	CY258288	Yes	865	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
6	NA	CY258286	Yes	1441	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
1	PB2	CY258281	Yes	2316	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
7	M1,M2	CY258287	Yes	1002	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY258282	Yes	2316	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
4	HA	CY258284	Yes	1737	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY258283	Yes	2208	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
5	NP	CY258285	Yes	1542	H3N2	10/27/2017	IRD:Human	USA	Florida	17-18	A/Florida/78/2017	Pass	
8	NS1,NS2	CY258296	Yes	865	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY258290	Yes	2316	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
4	HA	CY258292	Yes	1737	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
7	M1,M2	CY258295	Yes	1002	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
1	PB2	CY258289	Yes	2316	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY258291	Yes	2209	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
5	NP	CY258293	Yes	1542	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
6	NA	CY258294	Yes	1441	H3N2	11/02/2017	IRD:Human	USA	Florida	17-18	A/Florida/80/2017	Pass	
2	PB1,PB1-F2,PB1-N40	MG974306	Yes	2316	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY260605	Yes	2208	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
1	PB2	MG974310	Yes	2316	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
5	NP	MG830990	Yes	1542	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
1	PB2	MG830992	Yes	2316	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
7	M1,M2	MG830995	Yes	1002	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
6	NA	MG830997	Yes	1441	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	MG974304	Yes	2208	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY260604	Yes	2316	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
4	HA	CY260606	Yes	1737	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
5	NP	CY260607	Yes	1542	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
7	M1,M2	CY260609	Yes	1002	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
2	PB1,PB1-F2,PB1-N40	MG830994	Yes	2316	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	MG830996	Yes	2208	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
4	HA	MG830991	Yes	1737	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
