Strain Name	Complete Genome	Subtype	Collection Date	Host	Country	State/Province	Geographic Grouping	Flu Season	Submission Date	Passage History	Specimen Source Health Status	1 PB1	2 PB2	3 PA	4 HA	5 NP	6 NA	7 MP	8 NS	Age	Gender	M2 31N	M2 26F	M2 27A	M2 30T	M2 34E	NA 275Y N1	NA 292K N2	NA 119V N2	NA 294S N2	PB1-F2 66S	PB2 E627K	PB2 D701N	PB2 A199S	PB2 A661T	PB2 V667I	PB2 K702R	PA S409N	NP L136M	M2 A16G	M2 C55F	NS1 T92E	RERRRKKR	Sensitive Drug	Resistant Drug	Submission Date	NCBI Taxon ID	pH1N1-like	US Swine H1 Clade	Global Swine H1 Clade test	H5 Clade	
B/British Columbia/023/2018	No	-N/A-	01/10/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910847	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/024/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910848	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/025/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910849	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/026/2018	No	-N/A-	01/05/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910850	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/027/2018	No	-N/A-	01/08/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910851	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/028/2018	No	-N/A-	01/08/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910852	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/029/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910853	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/030/2018	No	-N/A-	01/11/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910854	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/031/2018	No	-N/A-	01/10/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910855	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/032/2018	No	-N/A-	01/11/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910856	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/033/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910857	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/034/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910858	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/035/2018	No	-N/A-	01/10/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910859	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/036/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910860	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/037/2018	No	-N/A-	01/09/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910861	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/038/2018	No	-N/A-	01/10/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910862	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/039/2018	No	-N/A-	01/08/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910863	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/040/2018	No	-N/A-	01/12/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910864	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/041/2018	No	-N/A-	01/11/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910865	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/042/2018	No	-N/A-	01/11/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910866	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/043/2018	No	-N/A-	01/12/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910867	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/044/2018	No	-N/A-	01/11/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910868	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/045/2018	No	-N/A-	01/13/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910869	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/046/2018	No	-N/A-	01/11/2018	Human	Canada	-N/A-	North America	17-18	2018-02-27	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MG910870	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	02/27/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/047/2018	No	-N/A-	01/15/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603765	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/053/2018	No	-N/A-	01/18/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603802	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/058/2018	No	-N/A-	01/17/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603792	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/059/2018	No	-N/A-	01/17/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603699	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/062/2018	No	-N/A-	01/17/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603741	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/068/2018	No	-N/A-	01/19/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603803	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/075/2018	No	-N/A-	01/23/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603805	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/080/2018	No	-N/A-	01/26/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603773	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/083/2018	No	-N/A-	01/29/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603726	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/086/2018	No	-N/A-	01/26/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603795	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/089/2018	No	-N/A-	01/30/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603799	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/096/2018	No	-N/A-	02/01/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603736	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/097/2018	No	-N/A-	01/29/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603722	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/103/2018	No	-N/A-	01/24/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603739	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/104/2018	No	-N/A-	01/23/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603713	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/106/2018	No	-N/A-	02/05/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603742	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/108/2018	No	-N/A-	02/05/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603793	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/114/2018	No	-N/A-	02/07/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603774	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/116/2018	No	-N/A-	02/07/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603685	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
B/British Columbia/126/2018	No	-N/A-	02/15/2018	Human	Canada	-N/A-	North America	17-18	2018-07-16	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH603727	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	07/16/2018	11520	-N/A-	-N/A-	-N/A-	-N/A-	
